id_venta,id_cliente,id_tienda,id_producto,cantidad,monto,fecha_venta,updated_at
217773,1082,120,1122,9,529.36,2024-09-14,15/08/2024
141065,5241,154,798,13,614.06,07-20-2024,2024/07/12 10:26:04
301209,4439,17,716,6,957.77,2024/09/28 00:07:45,N/A
32494,4526,80,1085,1,1013.43,N/A,19/08/2024
129570,4313,62,140, 5u ,928.67,08-10-2024,N/A
323753,680,92,1005,2,,2024-09-18,09-11-2024
247821,3044,192,258,1,685.73,N/A,09/09/2024
311109,5190,575,1113,4,285.14,N/A,N/A
77745,212,55,661,7,12.64,2024/09/11 09:01:31,2024/09/21 07:14:10
330502,3876,126,23,6,1419.97,2024/08/21 00:34:41,21/09/2024
209928,4203,51,1142,3,191.87,2024-08-30,09-26-2024
237456,915,21,884,5,1116.15,2024/07/17 09:45:29,2024/09/17 07:29:38
293639,777,203,475,5,147.96,10/08/2024,11/09/2024
111774,1436,34,611,12,1065.73,2024-08-03,2024-08-16
310881,3669,186,64,8,822.58,26/09/2024,2024-08-25
186063,4997,7,523,1,924.38,06/07/2024,2024/08/31 14:16:04
312219,619,157,889,7,1190.3,2024/07/19 19:13:58,N/A
93798,1139,115,904,12,231.71,07-17-2024,2024/08/07 22:24:31
331184,3183,168,1035,1,1284.31,2024-09-02,N/A
47868,3976,48,1137,7,60.36,2024-07-02,2024-09-20
315813,3756,69,1198,2,581.86,N/A,2024-09-02
259112,4380,58,99,4,47.11,08-23-2024,2024/09/28 19:27:12
266458,5687,185,283,12,118.94,08-18-2024,2024/08/28 09:09:48
323009,2985,2,1077,6,1320.13,09-24-2024,2024/07/20 21:28:10
271511,3713,1,1078,12,108.43,2024-08-31,20/08/2024
320341,2045,63,1093,14,740.81,N/A,2024-09-18
57154,5501,113,892,6,1052.86,2024-08-25,N/A
1383,2756,161,527,3,351.94,23/09/2024,05/07/2024
58454,930,70,100,5,957.7,N/A,N/A
281810,672,39,558,1,1063.22,08-04-2024,2024/08/26 07:17:51
331158,5049,192,385,4,1075.3,09/07/2024,09-22-2024
314005,5216,149,817,6,1418.21,08-23-2024,N/A
322715,652,137,780,13,1242.41,2024/09/21 08:07:12,07-27-2024
331299,336,217,248,10,1106.23,07-09-2024,24/09/2024
315738,964,42,241,2,805.89,2024-08-13,2024-08-06
304824,5826,96,1125,11,1431.57,N/A,08-11-2024
331609,3334,76,92,4,1176.73,N/A,N/A
81434,5552,19,89,8,296.09,2024-08-14,07-11-2024
301443,2258,220,845,5,,2024/09/21 17:51:39,01/07/2024
300954,1882,184,369,14,319.67,N/A,2024/09/15 19:27:46
326814,6684,28,99,9,456.35,09-25-2024,08-02-2024
271938,3233,21,60,1,277.77,09-26-2024,2024-07-13
188854,1903,125,489,3,589.25,08-10-2024,08-08-2024
302435,975,3,149,2,633.21,24/07/2024,2024/09/11 04:17:05
278852,5504,110,859,5,1110.08,N/A,2024-08-28
317305,2323,17,850,11,676.64,11/09/2024,N/A
328136,4747,197,735,8,175.46,2024-08-05,07/09/2024
302083,5026,1,608,7,579.39,N/A,07-14-2024
288313,3729,220,1024,14,693.39,02/08/2024,N/A
298002,238,28,251,10,90.97,N/A,2024/08/11 11:14:10
242925,526,201,972,8,28.58,2024/09/05 18:59:40,2024/07/11 07:12:51
214867,4568,165,805,1,1139.96,2024/09/08 12:32:50,N/A
250737,5678,145,684,1,1427.25,N/A,2024/09/02 18:02:47
264547,2861,5,728,11,832.89,2024/08/11 07:25:50,2024-09-08
289381,4366,162,1095,2,643.39,N/A,2024/09/28 13:36:18
302385,1411,211,514,6,986.18,08-15-2024,N/A
319456,1790,87,667,1,535.27,2024/07/10 01:01:36,21/07/2024
154720,2363,177,559,7,851.82,2024-08-24,N/A
175001,4769,159,154,8,1019.16,2024/07/16 21:04:35,2024/09/09 06:13:46
318281,505,174,1118,5,1072.39,N/A,2024-08-22
228916,5756,169,560,14,1197.84,09-17-2024,08-29-2024
118226,363,11,747,4,378.37,08/08/2024,2024/07/13 18:20:09
311928,1840,30,646,3,1121.84,2024/09/20 05:59:41,2024-08-01
213510,3745,204,324,7,1408.05,07-26-2024,2024/08/25 07:24:14
313791,329,73,392,8,1388.61,2024/08/19 18:34:04,2024/09/24 21:37:13
186127,251,51,129,6,493.12,2024/08/10 16:27:31,08/09/2024
193277,338,69,420,10,429.31,2024-07-19,29/08/2024
152048,5459,122,400,3,1134.49,2024/07/19 09:18:40,22/07/2024
305337,4012,185,294,7,241.85,2024/07/24 20:22:51,07-19-2024
306822,6299,68,1039,1,1141.28,2024/08/25 10:06:00,N/A
331064,3760,59,1152,9,1204.59,27/09/2024,09-26-2024
28007,3914,160,482,12,1115.44,09-20-2024,2024/08/30 21:23:04
162071,1929,207,1017,2,1003.36,2024/08/21 15:57:46,09/08/2024
183202,4327,89,209,14,650.16,N/A,2024/07/15 06:30:09
323031,5583,67,418,11,1373.99,2024/09/16 14:50:26,29/08/2024
260402,1247,126,1084,1,890.56,2024-08-21,2024-07-21
317822,5011,44,432,2,473.94,13/08/2024,07/08/2024
315800,1346,150,569,14,1020.98,2024-08-09,N/A
152373,741,198,778,5,1210.06,N/A,2024-09-16
105010,5642,175,344,3,1424.61,N/A,2024-07-06
229178,2498,120,702,12,1231.54,2024-09-15,2024-07-24
316438,2376,19,1032,7,772.51,08-20-2024,N/A
272470,2080,124,395,8,1345.36,09/07/2024,2024/08/07 01:23:04
306325,3846,85,211,5,1424.57,18/08/2024,2024/08/06 04:23:07
52287,5713,173,520,7,843.36,2024-08-25,27/08/2024
118313,2410,122,358,4,1062.1,2024/07/16 01:20:29,07-27-2024
302950,1867,90,345,13,941.67,2024/08/15 00:46:05,2024/08/10 03:08:58
65411,4285,41,97,14,569.67,2024-08-03,N/A
124390,3076,57,579,13,1081.53,08-03-2024,09-23-2024
51489,441,200,969,10,850.04,N/A,09/08/2024
82904,3741,100,304,4,515.78,2024/09/22 00:08:00,2024/09/15 00:24:23
104744,4187,62,851,2,941.03,16/09/2024,N/A
4358,4552,84,5,13,386.01,29/07/2024,26/09/2024
331313,6066,158,988,13,139.24,N/A,09-10-2024
272583,4754,160,276,12,648.58,2024/07/19 21:32:24,N/A
14457,3455,1,1045,5,551.33,09-28-2024,N/A
306586,1865,32,353,12,331.45,08-20-2024,28/08/2024
201348,433,189,494,5,1308.66,07-03-2024,2024/09/08 02:13:18
303624,4954,128,727,1,1354.7,08-15-2024,07-15-2024
311898,1858,71,973,3,433.29,2024-07-15,23/08/2024
17007,3899,129,116,3,309.14,07/08/2024,07-22-2024
258694,4360,113,775,3,57.14,2024-07-10,22/09/2024
307967,2381,176,467,14,1172.31,2024-07-02,08-09-2024
318310,5793,89,1066,3,813.46,29/08/2024,2024/09/02 16:12:12
63805,1881,44,328,6,679.07,N/A,N/A
314319,5929,200,900,13,1408.27,07-31-2024,03/08/2024
326902,4069,209,243,3,1067.02,2024-09-12,2024-08-16
310618,5788,31,933,12,119.16,N/A,N/A
57525,3118,37,1120,11,231.91,08-06-2024,2024-08-24
25281,3733,107,296,5,709.4,N/A,2024/07/17 00:24:32
308860,4801,128,552,11,547.41,2024/07/06 03:01:28,N/A
303414,295,42,694,13,,07-04-2024,2024/09/22 21:47:17
300382,2842,179,227,5,437.97,30/07/2024,2024/08/09 14:02:56
27593,2769,105,616,9,1347.72,2024/09/15 19:38:49,N/A
316117,4037,177,1126,3,91.62,07-07-2024,2024/09/11 06:53:05
79002,2496,59,470,9,917.02,2024/09/10 09:23:58,N/A
323838,2748,8,1066,1,160.63,08-30-2024,N/A
241024,264,43,950,14,1098.08,2024/07/23 18:58:31,14/07/2024
325182,4870,102,1065,4,397.68,N/A,N/A
326251,191,33,1024,14,931.11,09-24-2024,2024/08/31 20:40:30
185282,5094,143,302,2,955.22,07-10-2024,2024/08/05 12:13:06
45979,3425,169,151,6,133.85,N/A,N/A
38911,3541,158,666,2,792.29,08-13-2024,07/08/2024
316501,1354,67,1057,1,481.15,N/A,17/07/2024
220288,5759,156,503,5,671.13,08/07/2024,26/07/2024
13312,1329,34,272,9,128.36,2024/08/23 13:35:53,2024-08-13
315026,2899,34,1049,9,982.18,08-19-2024,2024/08/20 05:02:56
184132,307,14,915,5,888.51,01/08/2024,2024-07-21
97049,23,107,1145,4,160.13,2024/09/26 07:51:07,N/A
13286,3967,30,1017,5,205.56,08-02-2024,2024-08-06
331008,1517,198,1065,11,339.23,2024-08-01,N/A
128391,5241,177,228,1,8.3,23/09/2024,2024-09-13
325305,4067,14,974,9,610.26,2024/07/04 14:04:04,09-12-2024
315186,2348,72,272,2,467.23,N/A,15/07/2024
325616,2561,1,333,4,6.95,2024-08-31,N/A
284682,4616,101,193,7,90.2,07/09/2024,2024-08-06
125374,5507,118,531,1,34.21,2024/08/04 12:52:50,09-18-2024
215311,371,146,788,11,1090.75,18/07/2024,07-12-2024
150933,75,205,221,10,329.59,2024-07-31,2024-08-08
44295,1817,176,854,14,662.87,2024-08-18,2024-07-19
145709,1962,161,200,11,1118.44,2024-08-10,2024-09-08
307840,3852,186,14,13,1030.57,09-01-2024,2024/07/22 17:23:40
40158,3533,910,690,10,591.92,2024-09-28,28/07/2024
54938,3023,117,0,8,608.16,2024/07/23 10:00:08,07-28-2024
299834,3168,73,732,2,912.68,2024-07-02,09-24-2024
29826,915,111,1162,1,1128.99,N/A,N/A
255598,5035,205,879,4,937.43,N/A,2024/08/06 23:52:44
323825,3420,5,914,14,923.75,08-06-2024,2024-07-23
302029,5111,158,318,1,232.55,08-25-2024,09-06-2024
277328,3021,136,642,5,202.6,N/A,N/A
195527,912,25,685,7,300.74,10/09/2024,07-09-2024
207094,2014,144,798,7,356.6,2024/08/03 14:35:32,N/A
327862,4068,167,229,5,61.87,15/08/2024,2024/07/03 19:30:53
97624,2009,40,787,10,1317.24,N/A,07-20-2024
156769,2547,150,39,2,596.22,2024/09/03 09:57:59,2024-09-17
97614,3478,1068,973,14,1016.05,09-11-2024,N/A
263960,2298,114,951,11,821.2,2024/09/11 06:33:09,N/A
5617,2307,55,139,14,196.09,N/A,09-03-2024
265594,75,19,233,6,804.12,2024/09/24 19:20:02,04/07/2024
189347,738,155,83,8,49.13,22/09/2024,N/A
322918,3603,133,338,12,1311.22,09-01-2024,2024-08-18
182843,4754,149,106,12,1354.32,2024-09-10,2024/07/25 04:18:08
293962,2164,33,564,7,1141.13,2024-07-31,2024/07/14 22:19:54
305975,370,54,220,5,551.29,07/09/2024,08-28-2024
230562,2986,94,1039,13,1059.12,N/A,N/A
100102,1768,166,992,2,1160.7,07-30-2024,2024/09/24 12:36:36
199675,4005,8,603,8,501.75,N/A,2024-07-16
317234,4231,76,970,11,382.84,2024-09-16,09-28-2024
309249,3380,84,273,6,855.64,2024-09-10,2024-09-23
315318,4852,64,374,9,1331.79,08-02-2024,2024/09/29 07:22:39
96685,3217,88,356,12,205.68,2024-08-15,04/09/2024
157515,1262,149,766,12,44.77,2024-07-19,2024-09-01
317130,3437,94,80,9,1424.89,2024-09-13,N/A
293905,5310,13,89,1,225.14,08-03-2024,2024/09/29 02:57:51
327743,2493,64,686,10,89.88,N/A,2024/07/20 05:36:47
308451,1833,100,310,3,98.7,2024/07/27 10:29:00,N/A
157366,4647,192,586,11,841.43,2024/07/10 05:09:36,2024/07/30 10:36:59
46735,453,56,972,10,1174.18,2024-09-05,2024/07/20 15:18:26
328048,4797,91,1084,8,1148.61,2024/07/29 19:35:38,N/A
61618,1260,115,463,7,188.17,2024/08/15 20:15:35,2024/08/14 19:08:06
327908,1804,180,485,6,1403.57,2024/07/26 04:46:00,N/A
204871,5462,57,363,8,1254.99,08-25-2024,2024-07-16
256955,5980,76,687,1,1215.66,27/08/2024,N/A
302280,2548,199,191,6,682.86,25/07/2024,2024/08/25 18:28:07
309479,2140,136,295,7,108.23,2024-08-24,09-04-2024
8834,4128,116,686,6,427.05,N/A,08-08-2024
204022,663,139,145,12,1478.62,2024/07/04 05:21:00,2024-09-24
137887,334,193,219,4,565.93,2024/08/09 22:57:29,2024/07/06 09:18:40
237581,931,162,86,13,636.87,2024/08/02 22:09:44,2024-07-22
322593,2605,88,543, 5u ,269.95,07/08/2024,2024/08/13 04:33:42
305780,1419,92,48,7,646.04,2024/07/04 11:47:48,N/A
318286,2904,162,307,4,687.59,N/A,26/09/2024
2253,5488,13,669,1,1216.93,N/A,2024/08/22 09:32:58
140717,5032,827,1049,7,1485.45,07-24-2024,N/A
311838,4432,60,1176,7,857.83,02/08/2024,2024/08/27 03:47:50
304177,5864,114,197,8,864.11,N/A,16/08/2024
319487,128,10,299,12,1326.32,2024/07/16 16:26:44,08-20-2024
138506,1159,211,305,5,131.51,07-04-2024,2024/07/24 23:44:35
31781,610,66,1183,13,1053.45,2024/07/26 13:12:32,01/07/2024
328342,5670,173,804,3,349.3,N/A,2024-09-01
260402,6070,121,875,8,1148.35,2024-09-01,N/A
303251,1220,142,690,8,648.73,07/08/2024,05/08/2024
153621,2525,161,148,1,567.27,2024-07-14,08-05-2024
330574,4392,177,965,9,437.91,2024/07/06 19:21:35,2024-09-11
134232,5429,118,605,13,96.96,08-31-2024,N/A
324460,2551,64,1107,12,1337.4,2024/09/25 06:32:44,07-05-2024
32162,2031,173,585,8,944.66,08-15-2024,2024/07/04 15:30:29
101585,814,113,1155,3,825.89,2024-08-21,2024-07-28
308159,3627,165,511,8,1470.98,2024/08/23 23:08:53,N/A
255549,876,188,1106,11,615.72,07-03-2024,2024-09-03
325517,1577,44,371,11,98.53,2024/08/11 17:56:14,2024-08-31
160879,5200,179,1075,10,1234.73,2024-07-16,22/09/2024
83358,3791,15,658,3,234.75,09-14-2024,2024/07/10 18:03:27
106788,2859,59,934,1,799.19,08-11-2024,N/A
38854,1327,195,721,4,764.58,2024/09/29 13:08:33,07-18-2024
101403,1347,135,880,11,1150.91,2024-08-29,08-01-2024
308081,1274,126,533,10,294.71,2024/07/03 04:18:22,2024-08-13
236287,1583,139,190,8,757.94,07-06-2024,N/A
264596,2845,199,147,13,1377.71,2024-08-10,29/08/2024
289305,5306,184,1117,8,765.2,2024-09-10,2024/09/12 11:34:19
300846,770,143,245,1,869.57,2024/08/04 01:26:25,2024-07-18
316548,4892,145,1102,9,1002.37,30/08/2024,08-02-2024
313261,1743,170,1127,7,510.6,06/08/2024,2024/08/21 22:15:28
268160,1163,37,396,7,1055.0,07-31-2024,2024-09-04
209188,3070,215,609,13,1141.72,13/09/2024,2024/07/30 19:07:44
313695,2425,66,235,3,587.26,03/08/2024,2024-08-30
47949,62,217,686,11,1191.41,2024-07-04,07-19-2024
309814,980,24,468,9,397.95,2024-07-23,N/A
79030,2299,142,1173,1,762.92,2024/09/29 08:02:43,N/A
326229,1750,167,544,14,1433.51,N/A,2024/08/15 12:42:42
314365,8,180,0,3,358.25,2024-08-30,2024-09-11
145878,1169,209,240,10,1020.55,2024/08/14 21:31:36,2024-08-12
321480,5491,210,720,5,494.82,2024/07/06 07:12:58,2024/09/28 12:42:32
272134,3452,27,609,10,1260.7,08-06-2024,N/A
322952,2430,43,201,14,41.9,26/09/2024,2024-07-18
117519,4681,133,51,7,408.37,21/08/2024,N/A
242272,2266,75,554,8,370.48,N/A,2024/08/18 13:09:57
323719,1272,196,909,10,95.12,08-12-2024,2024/09/10 07:09:04
295589,1025,11,42,3,1262.24,08-28-2024,2024-08-08
157787,1936,32,301,10,341.58,N/A,N/A
133979,3590,57,210,7,1275.14,2024-09-11,2024/07/25 21:15:18
248158,3310,10,74,7,671.6,2024-07-17,2024/07/31 23:12:41
216998,4463,69,853,1,397.2,2024/08/28 04:23:34,07/08/2024
127993,2486,21,144,3,286.14,07-24-2024,2024/07/30 11:08:05
196311,5230,114,441,8,1464.67,14/08/2024,28/07/2024
187192,5244,133,132,12,266.04,2024/09/07 01:07:14,09-06-2024
84608,5989,8,559,8,66.66,2024-09-09,08-25-2024
194466,2728,33,101,10,1318.53,2024/08/19 19:26:38,07-28-2024
308827,3605,10,499,6,670.14,2024-07-17,23/08/2024
312098,1157,209,13,10,67.12,09/08/2024,17/08/2024
51159,770,114,206,13,1003.97,11/07/2024,19/07/2024
304808,5733,37,876,1,443.15,2024-08-28,2024-07-30
36845,1800,52,480,10,45.14,2024/08/04 23:10:20,2024/08/05 04:01:50
296776,1680,27,241,3,601.01,08-15-2024,2024/09/28 09:24:31
329558,961,102,1173,12,505.73,27/08/2024,2024/09/08 10:29:35
33446,5019,52,92,2,270.63,2024-08-31,04/07/2024
307923,3319,142,458,10,1277.04,N/A,04/07/2024
27477,5621,70,841,6,579.81,N/A,15/09/2024
255817,4680,71,477,3,836.4,N/A,21/09/2024
316546,5479,106,259,12,659.37,N/A,N/A
165111,5219,204,117,6,822.62,01/07/2024,08-30-2024
315259,5837,100,870,6,1027.12,N/A,2024/07/01 14:37:56
325149,1924,88,289,4,216.04,18/08/2024,18/09/2024
19843,4521,197,1047,5,1323.44,2024/08/27 00:35:59,2024/09/26 11:03:43
35460,834,209,593,11,1283.49,14/07/2024,N/A
219890,4691,170,1088,1,1241.65,2024-07-13,27/08/2024
175568,564,55,337,10,396.41,22/08/2024,2024/08/04 22:52:09
300443,769,158,1164,4,162.32,N/A,10/08/2024
306247,3119,145,508,7,1296.2,2024/09/03 15:01:40,2024-07-19
314099,5380,217,38,3,706.73,2024-09-18,2024-09-02
330689,5671,141,313,7,204.41,07-06-2024,08-25-2024
179940,5116,184,261,4,1390.52,2024/09/23 16:21:49,03/08/2024
232703,3288,93,328,14,7.67,2024-07-08,2024/09/21 16:11:49
288936,6055,199,298,10,511.69,2024-07-28,N/A
27355,3587,207,562,14,1415.62,07-16-2024,08-10-2024
128106,1907,5,920,10,778.76,28/09/2024,11/07/2024
292956,3334,84,221,5,1125.44,2024-07-18,N/A
312652,5232,193,601,3,1057.32,2024/07/24 23:58:00,N/A
290656,2780,181,811,2,327.66,N/A,2024-08-11
304184,1802,94,945,13,1385.48,2024/09/22 16:33:10,2024-07-26
321612,2304,0,271,12,80.63,07-06-2024,07-18-2024
198306,1205,129,566, 5u ,989.06,02/09/2024,07-18-2024
251869,3726,46,603,1,1331.67,02/07/2024,2024/07/21 00:13:32
322098,1633,110,0,12,1303.55,N/A,04/08/2024
268461,1515,15,168,2,1158.15,2024-09-11,23/09/2024
317842,2678,116,562,8,736.56,2024/08/22 21:52:40,08-12-2024
282033,3992,105,846,5,1383.27,2024/09/07 08:26:05,30/08/2024
38847,4410,55,356,9,189.3,N/A,2024/08/27 20:04:07
183818,2377,33,897,5,1247.53,N/A,2024-08-24
330521,3532,170,594,10,1305.44,11/08/2024,2024/08/24 22:21:41
162470,4795,48,1142,1,1389.26,2024/08/17 02:57:25,03/08/2024
325931,1481,195,874,7,59.28,09-18-2024,2024-08-06
4526,5281,65,1,11,1113.68,09-16-2024,2024/07/14 03:55:45
161088,671,172,435,11,913.17,08-17-2024,09/08/2024
157622,4722,187,184,8,905.19,N/A,2024-07-25
295043,3093,35,502,14,1083.97,19/07/2024,13/09/2024
320343,1173,143,246,2,576.09,2024/08/22 16:06:24,2024/08/16 20:21:18
110200,2932,41,248,11,753.45,N/A,07/09/2024
323848,13,59,541,4,175.67,2024-08-07,22/09/2024
44150,5595,199,957,5,747.91,14/07/2024,N/A
36059,3843,23,1039,6,604.91,07-06-2024,2024/07/29 06:29:32
99358,3212,47,1111,2,400.96,17/09/2024,19/09/2024
328181,4848,143,183,3,243.09,2024-08-18,2024-08-19
277660,2791,49,240, 5u ,260.29,2024/09/15 02:07:54,N/A
207095,3254,96,158,6,502.0,15/09/2024,20/09/2024
146422,5415,216,321,14,579.72,N/A,N/A
318105,4475,30,388,12,1003.57,2024-07-12,07-12-2024
169116,4040,188,480,6,1210.05,2024-07-09,N/A
99573,3194,59,1188,7,600.83,N/A,07-09-2024
296193,4309,75,0,12,1336.96,N/A,2024-08-02
9442,1963,122,77,12,420.36,2024-09-15,N/A
273712,1853,129,550,2,1157.84,08-25-2024,10/08/2024
325817,5967,13,774,13,850.97,12/08/2024,30/08/2024
239241,2180,181,532,11,1121.57,2024-09-01,N/A
317213,5928,26,820,13,1335.72,07-10-2024,N/A
286427,3925,215,709,9,667.1,09-18-2024,2024/09/16 21:20:33
69333,5289,22,1054,9,110.05,18/07/2024,N/A
323784,2287,183,279,4,1382.78,N/A,2024-09-17
323274,3319,113,67,9,612.11,2024/08/28 04:26:08,2024/09/04 10:38:33
258409,5049,75,14,8,1187.84,2024/07/31 03:40:29,N/A
303568,4023,134,1095,6,708.77,2024-08-08,02/09/2024
171279,4087,106,579,7,880.35,05/07/2024,2024-07-03
38092,2819,177,711,8,1121.48,2024-07-18,N/A
79227,5268,6,1181,13,1300.41,2024-07-18,N/A
215764,2040,21,948,5,1279.41,2024/09/01 08:07:58,07-04-2024
256370,2204,145,1026,11,980.6,N/A,N/A
322564,1575,76,56,12,735.55,N/A,10/09/2024
318215,4763,32,977,1,647.58,2024-07-25,2024/07/13 20:48:49
318776,1644,66,1068,1,1041.12,2024/07/24 23:17:55,24/09/2024
317103,4142,215,4,8,,2024-09-05,2024-07-21
135325,167,209,152,12,1460.87,27/07/2024,25/08/2024
9462,738,185,229,1,35.91,2024/08/22 14:37:52,2024-07-09
295599,3416,131,778,9,1043.73,2024/08/13 06:47:41,2024/07/31 04:30:21
246030,5864,81,568,6,1087.57,07-19-2024,2024/07/22 19:41:50
331878,943,146,1032,11,317.9,N/A,17/08/2024
142748,2130,199,107,8,303.48,2024/09/09 18:03:59,20/07/2024
306734,1078,209,650,8,793.41,N/A,2024/09/21 16:01:07
252,5773,71,665,7,1263.54,08-22-2024,08-22-2024
318897,4139,61,1159,6,1368.86,2024/08/17 07:46:57,N/A
238287,379,141,141,12,825.11,15/07/2024,24/08/2024
90517,1398,88,745,11,1490.69,09-04-2024,2024/08/05 10:15:04
310346,2273,164,1104,10,286.59,08-24-2024,08-14-2024
96275,633,199,362,4,1477.19,08-13-2024,N/A
98521,5350,216,730,9,194.14,N/A,2024-09-03
308272,2033,10,543,12,1363.58,2024/09/19 07:01:13,07-26-2024
127470,1909,87,938,9,1261.13,2024-09-24,2024-09-05
82594,6775,46,643,12,318.5,2024/08/27 21:25:46,2024/07/12 15:09:56
63055,156,185,1014,10,935.72,2024-08-03,09-21-2024
309157,1977,80,973,5,270.93,N/A,2024/08/17 21:51:53
307595,4120,31,316,8,29.49,07/07/2024,2024/09/23 02:12:27
327594,2462,119,712,7,1446.85,N/A,2024-08-27
93220,5075,160,499,6,1131.26,2024-07-11,2024-08-02
320099,1602,182,311,12,1441.41,N/A,04/09/2024
328417,1393,217,773,2,169.91,N/A,2024-09-12
267307,2620,2,892,2,138.98,N/A,2024-09-23
300668,5299,147,528,8,1388.56,06/09/2024,2024-08-09
303830,4097,23,671,6,147.22,2024-08-20,2024-07-31
70134,4632,59,1081,9,1106.53,2024/09/19 03:00:51,2024-09-21
302304,4770,196,627,8,875.68,02/09/2024,2024-07-29
317257,5338,137,241,13,1051.87,2024-08-22,2024-09-27
133288,4479,180,1065,12,537.64,01/07/2024,N/A
240931,2744,29,307,13,429.34,N/A,N/A
306698,4781,143,512,1,123.13,09-06-2024,13/07/2024
244549,4031,28,318,8,1009.6,11/09/2024,N/A
310935,5782,150,54,1,708.26,N/A,21/07/2024
3016,4888,210,39,4,1462.73,2024-07-09,2024-09-20
145595,6604,193,359,9,524.67,2024/08/19 14:02:17,2024-09-20
313524,5729,218,314,9,1294.23,2024/07/30 21:46:32,2024/08/20 02:29:17
315589,5713,22,1984,10,131.22,2024-07-11,16/08/2024
43384,4105,115,737,8,1173.76,2024/07/22 17:27:16,01/08/2024
89726,1384,151,858,1,800.32,09-18-2024,2024-07-22
328929,4927,142,966,13,832.39,N/A,2024-08-02
308562,3347,129,377,5,219.31,2024/09/22 09:31:24,N/A
315797,2147,77,160,7,160.36,2024/08/18 05:39:53,2024-09-18
314044,4538,57,39,6,1019.72,08-14-2024,07-17-2024
185267,4271,124,924,9,503.88,2024/07/27 19:36:45,08/09/2024
330636,2580,106,1008,2,944.7,23/09/2024,2024/09/05 10:52:43
300653,5905,120,526,7,238.35,08-04-2024,N/A
312690,1991,146,50,10,1044.72,22/08/2024,2024/08/16 06:32:07
24812,3432,3,371,12,782.66,2024-07-21,09-02-2024
269232,420,122,80,6,167.32,07-28-2024,N/A
317122,2574,105,841,4,1077.8,N/A,12/09/2024
312262,1915,140,328,5,79.33,2024-08-14,2024/07/05 08:00:18
4066,2114,142,116,4,1041.93,N/A,07-20-2024
177160,3062,39,258,7,225.41,N/A,N/A
125905,3666,31,911,6,534.59,2024/09/13 14:56:19,2024-09-15
186034,4590,178,558,4,1204.25,2024/08/13 08:08:23,N/A
146795,4780,163,1049,7,1065.34,N/A,2024-07-16
156767,342,130,1602,10,1348.13,09-20-2024,2024-09-05
54680,3196,51,133,7,379.93,2024/09/05 20:50:17,05/08/2024
39368,4896,178,118,3,1393.51,07-02-2024,2024/08/22 09:49:32
179734,1879,118,1056,3,992.48,15/09/2024,2024/08/13 15:45:33
80535,4645,47,604,8,867.72,2024-07-10,2024/08/21 01:44:41
322212,5502,206,1136,10,1339.03,2024/07/08 10:44:18,05/07/2024
129357,1561,45,208,14,410.52,09-27-2024,11/08/2024
317351,5703,191,627,1,534.25,04/08/2024,21/08/2024
82465,2627,77,654,12,807.52,01/07/2024,08-16-2024
301119,166,187,358,5,566.87,07-24-2024,2024/08/30 19:59:56
325302,5850,186,1092,8,1010.35,2024/07/22 15:47:01,N/A
287386,3676,172,315,4,1213.63,2024-07-14,07-30-2024
300166,5221,174,650,6,465.53,08-02-2024,07-20-2024
10885,5916,189,817,1,682.19,07-01-2024,2024-07-25
258821,6182,174,1060,9,545.52,N/A,07/07/2024
53305,4506,91,1160,10,374.26,2024/08/08 07:55:56,07-04-2024
53179,3039,175,863,9,1119.16,2024-09-19,2024-09-29
237455,2917,24,803,9,1408.3,11/08/2024,07-04-2024
176434,3572,133,937,10,951.58,23/07/2024,N/A
324524,1722,31,1005,1,1206.92,N/A,2024-09-16
265144,1579,200,609,11,324.49,08-10-2024,2024/08/04 07:42:10
302699,330,53,906,1,926.7,2024-07-24,2024-07-26
323652,623,65,374,11,1475.57,2024/07/01 05:31:37,2024-07-27
113219,5418,30,291,14,389.35,2024-09-04,N/A
306000,1248,16,419,11,,19/08/2024,06/07/2024
323062,5772,5,489,8,1432.09,2024-09-14,2024/07/18 10:10:17
314507,4642,49,932,6,947.73,09-04-2024,09-13-2024
310062,1526,78,286,3,330.27,2024/08/02 16:37:29,2024/08/01 05:28:52
314953,4273,87,337,6,161.78,02/08/2024,N/A
1260,4762,68,418,13,126.69,2024-07-24,22/09/2024
157615,3258,210,648,3,1381.09,2024-07-29,N/A
331166,457,14,520,7,1356.83,07-06-2024,09-03-2024
246589,3689,149,81,5,776.94,2024/07/03 00:30:24,07/09/2024
316428,3230,37,511,8,804.55,2024/09/16 16:47:32,08/08/2024
324393,4409,83,1464,8,468.98,2024-07-31,N/A
109793,1793,39,388,9,1228.98,17/08/2024,01/08/2024
301238,4479,194,28,12,627.47,17/07/2024,N/A
131905,5977,78,1077,2,1331.52,08-04-2024,08-17-2024
328713,4711,82,89,13,1214.04,2024/08/27 17:07:20,08-19-2024
67629,839,217,533,9,1100.81,17/09/2024,2024/09/01 07:23:02
188644,386,155,793,13,451.99,N/A,06/09/2024
326636,2029,46,1017,5,840.8,2024/07/15 22:59:19,2024/07/26 18:00:23
301475,2645,155,725,11,1351.15,2024-07-31,2024/08/04 13:30:51
99391,632,59,335,13,1418.63,08-21-2024,N/A
143134,1630,85,790,9,1491.21,2024-08-04,N/A
4246,994,51,190,13,1189.96,2024-09-01,2024-08-29
47877,2790,43,158,2,1137.61,05/07/2024,2024/09/17 19:59:33
308682,4227,216,889,5,198.7,28/09/2024,2024-09-25
