id_devolucion,id_venta,motivo,fecha_devolucion
4738,51620,N/A,N/A
4739,98423,Cambio de talla,2023/12/20 09:14:34
4740,241063,Cambio de talla,2024/03/26 14:24:36
4741,148698,Defecto,2023/08/05 12:03:07
4742,167278,Defecto,07/09/2024
4743,19980,Cliente no satisfecho,2023/05/11 15:21:29
4744,231705,Cliente no satisfecho,06-25-2024
4745,118648,Defecto,08-04-2023
4746,221373,Error despacho,01-24-2024
4747,158587,Error despacho,10/12/2023
4748,24243,Cliente no satisfecho,2024-01-16
4749,164607,Cambio de talla,10-11-2023
4750,6779,Cambio de talla,2023/04/22 01:08:34
4751,64831,Defecto,30/01/2023
4752,216576,Cambio de talla,09-28-2023
4753,334939,Defecto,N/A
4754,185620,,2023/03/30 08:34:31
4755,219698,Cambio de talla,N/A
4756,21154,Error despacho,2023-11-06
4757,243632,Error despacho,2023-09-29
4758,77361,Defecto,11/03/2023
4759,178427,Cambio de talla,09-14-2024
4760,42511,Defecto,12/06/2024
4761,214033,Cliente no satisfecho,23/05/2023
4762,284640,Cliente no satisfecho,2024-02-10
4763,264353,N/A,29/04/2024
4764,257985,N/A,06-17-2024
4765,64868,Cambio de talla,2024-09-28
4766,299546,Error despacho,2023-06-11
4767,251585,N/A,02/03/2024
4768,311348,Defecto,2023-06-13
4769,178658,Cambio de talla,2023-07-20
4770,36256,Cambio de talla,2023-12-26
4771,54885,Defecto,21/07/2024
4772,134934,Cambio de talla,2023-11-27
4773,297055,N/A,2024-01-02
4774,32241,Error despacho,N/A
4775,183540,Error despacho,2024/06/19 20:51:29
4776,294288,N/A,2023/11/02 02:42:10
4777,90771,Defecto,N/A
4778,106319,Defecto,02/01/2023
4779,148166,Cambio de talla,2023/06/28 12:09:19
4780,152463,Error despacho,26/04/2023
4781,32796,Error despacho,N/A
4782,144433,Error despacho,2023/01/06 01:55:13
4783,330243,Error despacho,N/A
4784,164301,Error despacho,20/09/2023
4785,168309,Cliente no satisfecho,2024-04-18
4786,150697,Cliente no satisfecho,25/09/2024
4787,168962,Cliente no satisfecho,04-18-2024
4788,76410,Cambio de talla,2023/02/06 19:23:31
4789,278067,Cliente no satisfecho,05-27-2024
4790,42640,Error despacho,11-13-2023
4791,270871,Cambio de talla,2024/03/19 06:43:10
4792,96827,N/A,18/08/2023
4793,66951,Cliente no satisfecho,08-03-2024
4794,93548,N/A,23/01/2024
4795,69608,Cliente no satisfecho,2023-11-11
4796,262997,N/A,2023-10-05
4797,132056,Error despacho,N/A
4798,7179,N/A,2024/08/07 04:36:49
4799,203446,Cambio de talla,N/A
4800,63337,N/A,07/05/2024
4801,221267,N/A,08-18-2024
4802,56010,Defecto,10-25-2023
4803,140348,Defecto,14/09/2023
4804,313458,Cambio de talla,2023/12/22 14:31:35
4805,208224,N/A,26/09/2023
4806,190071,Cambio de talla,2023/10/26 22:58:46
4807,99418,Cambio de talla,19/12/2023
4808,269301,,N/A
4809,47403,N/A,2024/03/19 14:26:20
4810,55166,N/A,N/A
4811,49798,Defecto,2024-05-04
4812,187980,Defecto,N/A
4813,181271,Cliente no satisfecho,2024/09/16 10:39:19
4814,105781,N/A,13/09/2024
4815,32837,Cambio de talla,06-09-2023
4816,196814,Defecto,2024-01-21
4817,174263,Cliente no satisfecho,2024/05/03 16:20:17
4818,293688,N/A,17/04/2024
4819,90832,Error despacho,N/A
4820,222766,Defecto,09-15-2024
4821,134705,N/A,15/01/2024
4822,3515,Defecto,22/09/2023
4823,30619,Error despacho,10-16-2023
4824,256517,Defecto,N/A
4825,245281,Defecto,13/10/2023
4826,117960,Cambio de talla,2024-03-19
4827,209012,Cliente no satisfecho,2024/01/21 06:54:31
4828,285318,Cliente no satisfecho,2023/03/26 19:01:56
4829,217196,Cliente no satisfecho,2023/09/22 14:50:47
4830,186232,N/A,15/01/2023
4831,29962,Cliente no satisfecho,08-18-2023
4832,262026,Defecto,09-23-2023
4833,53572,Cliente no satisfecho,2024-01-20
4834,191125,Defecto,03-16-2024
4835,22404,Cliente no satisfecho,2024/08/11 02:55:49
4836,83422,,2024-06-05
4837,310956,Error despacho,05-06-2024
4838,160065,Defecto,05-02-2023
4839,297577,Cliente no satisfecho,18/01/2024
4840,63998,N/A,02-03-2024
4841,326232,N/A,2024-06-28
4842,305371,Defecto,N/A
4843,130273,N/A,2024/01/01 10:18:13
4844,22043,N/A,N/A
4845,299645,Defecto,10-15-2023
4846,328328,Defecto,08/08/2023
4847,108021,Defecto,N/A
4848,306794,Cliente no satisfecho,06-05-2024
4849,304225,Cliente no satisfecho,31/08/2024
4850,13244,Cambio de talla,2023-01-01
4851,199993,Error despacho,2023-04-27
4852,49868,Cliente no satisfecho,N/A
4853,234534,Cambio de talla,2024-03-19
4854,110854,Cambio de talla,2024-05-17
4855,71941,Defecto,04-18-2023
4856,231452,Error despacho,05-30-2024
4857,220495,Defecto,2023-10-24
4858,48706,Error despacho,20/07/2023
4859,69145,Cliente no satisfecho,2024-04-07
4860,64199,Cambio de talla,03/02/2024
4861,149501,Defecto,2023-03-15
4862,24090,N/A,N/A
4863,281313,N/A,2024/08/25 20:17:58
4864,246263,Cambio de talla,22/09/2024
4865,198531,Defecto,25/07/2024
4866,78774,Cambio de talla,2023/09/20 15:40:42
4867,239279,N/A,2023/09/08 01:27:40
4868,89421,Cambio de talla,18/05/2023
4869,137414,Defecto,15/07/2024
4870,11403,N/A,11-21-2023
4871,193927,Defecto,2024/01/23 15:52:22
4872,242848,Cambio de talla,05-10-2023
4873,9697,Defecto,N/A
4874,183951,Defecto,2024/06/01 18:35:29
4875,113064,N/A,N/A
4876,176485,Error despacho,15/06/2023
4877,40088,Error despacho,2023/03/04 00:27:34
4878,227963,,05-11-2023
4879,189364,Cambio de talla,2023/01/28 07:28:49
4880,169325,N/A,2024-01-16
4881,69101,Cliente no satisfecho,N/A
4882,285070,N/A,N/A
4883,77496,Cambio de talla,2023/06/27 20:59:25
4884,41331,Cambio de talla,2023/02/08 22:03:00
4885,158361,Defecto,2023-07-14
4886,189286,N/A,10-26-2023
4887,59653,Defecto,2024/09/18 08:29:05
4888,101221,Error despacho,2024/07/16 02:36:14
4889,136559,Cliente no satisfecho,2024-05-16
4890,323147,N/A,2023/07/10 05:39:09
4891,255173,Error despacho,09-17-2024
4892,88590,Cliente no satisfecho,N/A
4893,5146,Cliente no satisfecho,N/A
4894,101056,Defecto,2024-02-24
4895,219468,Cliente no satisfecho,2023/07/25 12:31:05
4896,330875,Cliente no satisfecho,06/06/2024
4897,283786,Cambio de talla,2023-03-16
4898,16042,Cambio de talla,2024/02/11 05:20:49
4899,34480,N/A,03/01/2023
4900,294686,Error despacho,2023-12-09
4901,265714,Cliente no satisfecho,11-16-2023
4902,10775,N/A,N/A
4903,11075,,03-22-2023
4904,179043,,N/A
4905,180055,Cliente no satisfecho,26/07/2023
4906,275545,Error despacho,08-15-2024
4907,265032,Error despacho,N/A
4908,252273,Defecto,13/09/2024
4909,319401,Cambio de talla,05-12-2023
4910,92888,Error despacho,09-02-2024
4911,59748,N/A,N/A
4912,334425,Defecto,N/A
4913,242420,Cliente no satisfecho,2023/02/22 04:03:43
4914,160109,Cliente no satisfecho,02-04-2024
4915,181085,Cambio de talla,10-14-2023
4916,231536,N/A,2024-04-04
4917,312289,Error despacho,2024-08-10
4918,138166,Defecto,2024-05-13
4919,52312,,18/04/2023
4920,298108,Defecto,2023-02-24
4921,331509,Cliente no satisfecho,2023-11-25
4922,131213,Error despacho,2023-02-27
4923,180058,Error despacho,01-09-2023
4924,330160,Cliente no satisfecho,26/01/2024
4925,79608,Cambio de talla,10-12-2023
4926,48130,N/A,02-15-2024
4927,89150,Error despacho,04-13-2023
4928,258622,Defecto,2024-01-24
4929,6817,Defecto,N/A
4930,268693,N/A,03-31-2023
4931,305613,Cliente no satisfecho,N/A
4932,336122,N/A,2024/05/16 22:12:02
4933,85135,Cambio de talla,2024/07/12 05:11:52
4934,167857,Error despacho,2023/10/01 15:05:09
4935,1744,Cliente no satisfecho,02-18-2023
4936,152225,Cambio de talla,06-18-2024
4937,145961,Cliente no satisfecho,2023-05-18
4938,306714,Cliente no satisfecho,02-20-2023
4939,63163,Defecto,2023/02/20 03:25:04
4940,114649,Cliente no satisfecho,2023-07-27
4941,247699,N/A,2024/06/17 18:47:40
4942,200481,Error despacho,2023/12/26 20:50:47
4943,238455,Defecto,06-14-2024
4944,323147,Cambio de talla,05-20-2024
4945,36685,Defecto,24/06/2023
4946,20315,N/A,2024-02-03
4947,290306,Defecto,2023/02/22 05:32:20
4948,254959,Error despacho,07/04/2024
4949,12470,Cliente no satisfecho,N/A
4950,56396,Defecto,05-07-2023
4951,85946,Error despacho,28/02/2023
4952,242940,Defecto,08/04/2023
4953,249226,Error despacho,09-08-2024
4954,239712,Cliente no satisfecho,07-11-2023
4955,25723,Defecto,10-19-2023
4956,120517,Cliente no satisfecho,2024-04-18
4957,17958,Error despacho,2023/10/06 02:09:41
4958,141838,Cambio de talla,01/01/2023
4959,107828,Cliente no satisfecho,21/07/2024
4960,113213,Cambio de talla,N/A
4961,37493,Cambio de talla,N/A
4962,147676,Cliente no satisfecho,09-26-2024
4963,249388,Defecto,N/A
4964,210687,Defecto,08-06-2024
4965,59278,N/A,2024/02/15 20:02:59
4966,13407,Cambio de talla,17/03/2024
4967,305884,N/A,2023/03/16 20:40:51
4968,320717,Cliente no satisfecho,2024/04/15 13:58:07
4969,330933,Cambio de talla,2024-01-13
4970,44434,Cambio de talla,20/09/2023
4971,25960,Error despacho,22/09/2023
4972,126625,Defecto,07-06-2023
4973,319727,Error despacho,26/01/2023
4974,30224,Defecto,24/04/2023
4975,36786,Cliente no satisfecho,11-18-2023
4976,115281,Cliente no satisfecho,2023/12/06 11:40:00
4977,60563,Cambio de talla,11/04/2024
4978,37461,Error despacho,N/A
4979,179581,Error despacho,2024/03/04 16:20:56
4980,311945,Error despacho,04-08-2023
4981,67313,Defecto,26/08/2024
4982,269051,Error despacho,01-24-2023
4983,288452,Cliente no satisfecho,N/A
4984,70041,Defecto,19/01/2024
4985,19525,Cambio de talla,N/A
4986,122050,N/A,08-29-2023
4987,72330,Defecto,2024/06/20 12:26:37
4988,279341,Defecto,2024/05/02 20:43:40
4989,336544,Error despacho,N/A
4990,314735,N/A,2024-06-08
4991,23331,Cliente no satisfecho,N/A
4992,257932,Cambio de talla,06/05/2023
4993,222971,Defecto,2024-03-23
4994,204588,N/A,2023-06-30
4995,273546,Defecto,14/08/2024
4996,103214,Error despacho,02-22-2023
4997,230653,Error despacho,N/A
4998,334146,Cliente no satisfecho,2023/02/05 15:08:40
4999,63688,Cliente no satisfecho,2023-10-19
5000,229202,Cliente no satisfecho,2023/06/13 21:14:48
5001,274418,Defecto,13/05/2023
5002,27893,Error despacho,04-27-2024
5003,163195,Defecto,2023/06/28 04:43:36
5004,99381,N/A,06-19-2024
5005,255556,Error despacho,07-12-2024
5006,128822,Cliente no satisfecho,N/A
5007,139308,Cliente no satisfecho,2023/12/07 07:34:00
5008,160387,Cliente no satisfecho,19/01/2024
5009,196658,Cliente no satisfecho,2024-03-08
5010,214136,N/A,2023/09/16 05:02:47
5011,251988,Cliente no satisfecho,19/03/2024
5012,229813,Cambio de talla,09-17-2023
5013,329706,Cambio de talla,07/05/2023
5014,54284,Cliente no satisfecho,22/04/2023
5015,189498,Cliente no satisfecho,06-03-2023
5016,233501,Cliente no satisfecho,2023-04-16
5017,194554,,2024/03/09 17:16:06
5018,299285,Defecto,N/A
5019,104569,Error despacho,09-17-2023
5020,49432,Cambio de talla,12/03/2023
5021,156923,Cliente no satisfecho,08-18-2024
5022,286581,Defecto,2024/06/24 04:24:34
5023,143165,Cliente no satisfecho,2023/10/31 23:25:56
5024,272046,Defecto,11-01-2023
5025,10804,Cambio de talla,01-31-2024
5026,326921,N/A,06/05/2023
5027,151661,Cambio de talla,16/05/2023
5028,273960,Defecto,2024/01/08 12:37:07
5029,336868,Cliente no satisfecho,2024-04-09
5030,26774,N/A,2023-01-23
5031,128595,Cambio de talla,2024/02/13 18:43:53
5032,61828,Error despacho,15/05/2024
5033,170330,Error despacho,06-12-2024
5034,215921,Cliente no satisfecho,2023/01/06 01:28:17
5035,3180,Cliente no satisfecho,07-12-2024
5036,168180,Cliente no satisfecho,10-26-2023
5037,89017,Cliente no satisfecho,10/03/2023
5038,321000,Error despacho,2024-03-14
5039,126520,,N/A
5040,226496,Defecto,10-17-2023
5041,107414,Cambio de talla,2023-10-09
5042,97578,Error despacho,2023/02/17 14:50:53
5043,2995,Cambio de talla,05-12-2024
5044,44639,Error despacho,N/A
5045,203908,Error despacho,2024-03-30
5046,210019,Error despacho,2023/10/09 23:20:54
5047,13105,,2024-01-16
5048,38430,Cambio de talla,2024/01/16 21:41:15
5049,78689,Defecto,N/A
5050,208227,N/A,01-26-2024
5051,312758,N/A,N/A
5052,238563,Error despacho,03/03/2024
5053,53674,Cambio de talla,2024-03-03
5054,166621,Cliente no satisfecho,2023-02-16
5055,163768,Error despacho,2024/06/10 10:28:59
5056,285709,Cambio de talla,12/05/2023
5057,79711,Error despacho,2023/06/12 09:59:38
5058,243266,Cliente no satisfecho,2023-01-07
5059,332080,Cambio de talla,2023-03-27
5060,62739,Cliente no satisfecho,2023-06-03
5061,62171,Cambio de talla,2023-10-30
5062,276285,Cambio de talla,N/A
5063,9687,,2023/09/13 08:49:48
5064,298394,Cliente no satisfecho,09/03/2023
5065,207590,Error despacho,22/08/2023
5066,337638,Cambio de talla,2024/01/18 04:39:20
5067,244353,Cambio de talla,2024-07-27
5068,187528,Cliente no satisfecho,2023/08/03 16:28:25
5069,246083,Error despacho,N/A
5070,135476,N/A,15/12/2023
5071,202994,Cliente no satisfecho,05-19-2023
5072,220187,Cambio de talla,07-16-2023
5073,291070,Cambio de talla,2023-05-21
5074,100180,N/A,N/A
5075,231241,Defecto,2024/09/22 22:36:34
5076,175298,Defecto,05-08-2024
5077,262465,Cambio de talla,02-19-2024
5078,225758,Cliente no satisfecho,2024/01/20 15:27:39
5079,197818,Cliente no satisfecho,06-27-2023
5080,76438,Defecto,2023/05/31 18:56:54
5081,226821,Defecto,07-27-2023
5082,290666,N/A,2024/03/12 22:11:27
5083,177108,Cliente no satisfecho,N/A
5084,72278,Cambio de talla,06/01/2024
5085,149333,Defecto,2023/04/28 19:46:47
5086,47320,Error despacho,2023-02-21
5087,334774,Cambio de talla,2024/08/04 14:35:23
5088,27323,Defecto,N/A
5089,40990,N/A,08/03/2024
5090,71652,Cambio de talla,2023/04/29 15:11:35
5091,195994,Cliente no satisfecho,N/A
5092,84152,N/A,03-23-2023
5093,310663,Cambio de talla,2023-04-01
5094,192495,Defecto,N/A
5095,131330,Defecto,2024/05/31 21:32:17
5096,7436,Error despacho,N/A
5097,144799,Cliente no satisfecho,02/09/2023
5098,217139,Cambio de talla,17/01/2023
5099,113314,Cliente no satisfecho,09/01/2024
5100,247955,N/A,2024-08-02
5101,125747,Cambio de talla,07-01-2024
5102,136299,Cambio de talla,N/A
5103,1438,Defecto,02-28-2023
5104,95295,Defecto,2023-03-06
5105,310919,Cambio de talla,07-30-2024
5106,76166,N/A,29/05/2023
5107,227343,N/A,2023-02-22
5108,164871,Cliente no satisfecho,2023-10-24
5109,222925,Cliente no satisfecho,2024-05-03
5110,192789,N/A,N/A
5111,211058,Cliente no satisfecho,2024-05-04
5112,286735,Defecto,N/A
5113,140307,Error despacho,2024-02-12
5114,164041,Defecto,N/A
5115,160202,Cambio de talla,2023-09-30
5116,220734,N/A,N/A
5117,132401,Error despacho,29/09/2023
5118,283112,N/A,12-19-2023
5119,174147,Cambio de talla,N/A
5120,240020,Error despacho,2023/09/30 02:45:43
5121,163779,N/A,2024/07/11 02:48:59
5122,119105,Cliente no satisfecho,10-02-2023
5123,110976,Cliente no satisfecho,2023-02-25
5124,243978,Error despacho,2023/07/27 20:22:09
5125,205874,Defecto,2024-08-04
5126,139306,Error despacho,N/A
5127,237505,Error despacho,09-16-2023
5128,107326,N/A,02-19-2024
5129,249913,Cliente no satisfecho,06-27-2023
5130,176481,N/A,06-10-2023
5131,124291,Cambio de talla,07-21-2024
5132,266223,N/A,07-22-2023
5133,85566,Error despacho,2024/05/31 11:04:47
5134,158456,Error despacho,07-30-2024
5135,75254,Error despacho,2023/03/12 18:04:25
5136,28184,Defecto,2024-07-27
5137,36182,Defecto,18/09/2024
5138,87371,Cambio de talla,2023-02-22
5139,106140,N/A,2024-02-18
5140,152199,Error despacho,2023/05/24 03:52:39
5141,34426,Cambio de talla,07/08/2024
5142,122841,Cambio de talla,2023-12-04
5143,33977,Cliente no satisfecho,2023-05-24
5144,243127,Cambio de talla,29/09/2024
5145,288135,Cliente no satisfecho,05/02/2024
5146,112652,Cliente no satisfecho,01-09-2024
5147,317063,Cambio de talla,2024/05/08 13:38:18
5148,60049,Error despacho,11/07/2023
5149,267281,Defecto,02-03-2023
5150,314943,Defecto,2024-09-22
5151,76690,Defecto,26/05/2023
5152,326236,Defecto,07/07/2023
5153,235145,Error despacho,2024-07-07
5154,25630,Cambio de talla,2024/08/31 08:38:46
5155,32544,Defecto,11-19-2023
5156,337161,Error despacho,05-12-2023
5157,191900,Cliente no satisfecho,07-01-2023
5158,242369,Error despacho,2023-03-22
5159,104001,Cambio de talla,N/A
5160,201633,Error despacho,2023/11/15 19:31:23
5161,320849,,02/12/2023
5162,203771,Cliente no satisfecho,2024/06/11 06:45:34
5163,282879,Cliente no satisfecho,2023/02/02 13:40:35
5164,176778,Defecto,2023-08-06
5165,51569,N/A,N/A
5166,103582,Cambio de talla,2023/09/25 21:15:32
5167,5853,N/A,N/A
5168,190981,Error despacho,N/A
5169,97957,Cambio de talla,N/A
5170,254982,N/A,N/A
5171,160786,Cliente no satisfecho,2023-10-13
5172,133085,Cambio de talla,2024/06/25 18:34:18
5173,103454,Cambio de talla,11-05-2023
5174,155521,Cliente no satisfecho,2023-05-13
5175,256135,Defecto,06/11/2023
5176,231628,Defecto,N/A
5177,226024,N/A,2023-09-22
5178,321463,Defecto,2023/05/17 03:56:15
5179,213875,Cliente no satisfecho,20/12/2023
5180,192949,Cliente no satisfecho,10-19-2023
5181,96709,Defecto,10-31-2023
5182,246192,Error despacho,04-15-2023
5183,85488,Error despacho,28/10/2023
5184,283539,N/A,N/A
5185,178943,Cambio de talla,2023/09/20 07:53:37
5186,99250,Cambio de talla,N/A
5187,129990,Cambio de talla,14/06/2024
5188,299864,Error despacho,N/A
5189,253095,Error despacho,2024-05-21
5190,331114,N/A,2023/07/10 16:50:47
5191,261882,Cambio de talla,01/01/2023
5192,164364,Cliente no satisfecho,2024/03/10 18:51:32
5193,162485,N/A,18/07/2023
5194,194740,Error despacho,03/02/2024
5195,266512,Defecto,N/A
5196,132962,Cliente no satisfecho,01-11-2024
5197,123306,Defecto,02/02/2024
5198,326365,Error despacho,29/06/2024
5199,66822,Cambio de talla,2023-07-02
5200,88796,N/A,2024-02-28
5201,203864,N/A,N/A
5202,213854,Defecto,19/05/2023
5203,39749,Cliente no satisfecho,05-05-2024
5204,269014,Defecto,2023-06-02
5205,196559,N/A,2023/07/13 08:23:31
5206,194230,N/A,2024/07/10 00:58:04
5207,153129,Cliente no satisfecho,N/A
5208,321937,Cliente no satisfecho,2024-01-19
5209,284521,Cambio de talla,2024/02/21 21:25:52
5210,244851,Error despacho,2024/01/06 21:10:31
5211,40443,Cambio de talla,2023-12-14
5212,17143,,01-11-2024
5213,267336,Error despacho,2023/12/04 00:16:53
5214,325294,Error despacho,01-30-2024
5215,206282,Cliente no satisfecho,N/A
5216,264017,Cliente no satisfecho,05-16-2023
5217,157943,Defecto,N/A
5218,223356,Defecto,10-29-2023
5219,158306,Error despacho,10/04/2023
5220,93882,Defecto,N/A
5221,249867,Error despacho,N/A
5222,226547,Error despacho,25/05/2024
5223,27840,Cambio de talla,2023/03/31 19:14:20
5224,186571,Error despacho,2024/06/03 06:48:12
5225,261821,N/A,2023/10/23 19:09:02
5226,152133,Error despacho,12-24-2023
5227,176107,Cliente no satisfecho,08-01-2024
5228,310610,Error despacho,N/A
5229,150193,Error despacho,03-01-2024
5230,333739,Cliente no satisfecho,2023/05/05 22:09:10
5231,142182,Cambio de talla,29/05/2023
5232,259264,Defecto,N/A
5233,315284,Error despacho,2023-02-18
5234,15199,Defecto,2023/04/12 11:41:13
5235,310509,Defecto,2023-05-12
5236,29689,Error despacho,2023-06-12
5237,177616,Cliente no satisfecho,N/A
5238,31119,Cliente no satisfecho,31/07/2024
5239,7587,Error despacho,2023-05-17
5240,285529,Cambio de talla,2024/07/21 19:26:46
5241,182870,Cliente no satisfecho,2023/01/28 14:48:15
5242,280631,Defecto,09-17-2024
5243,107333,Error despacho,N/A
5244,276219,Defecto,02-06-2024
5245,66477,Cambio de talla,2023/05/05 10:50:22
5246,324134,Defecto,2023-02-05
5247,141925,N/A,N/A
5248,326669,N/A,N/A
5249,72673,Cliente no satisfecho,N/A
5250,339888,Defecto,2023/08/24 14:30:27
5251,49260,Error despacho,01-31-2023
5252,86982,Error despacho,2023-03-17
5253,130813,Cliente no satisfecho,N/A
5254,147183,Error despacho,2023/04/15 15:25:31
5255,293602,Error despacho,N/A
5256,241804,Error despacho,2024-09-19
5257,276613,Defecto,N/A
5258,235980,Cambio de talla,2024/06/28 17:20:01
5259,296802,Cliente no satisfecho,03/11/2023
5260,98635,Cambio de talla,02/05/2024
5261,168397,Defecto,2023/03/16 11:48:16
5262,213975,N/A,2024-06-27
5263,267641,Cliente no satisfecho,22/06/2023
5264,292128,Error despacho,03-28-2024
5265,46463,Cliente no satisfecho,2024/01/06 18:23:22
5266,159877,Cambio de talla,2023-09-04
5267,14846,Defecto,04/10/2023
5268,274212,Defecto,2023-10-05
5269,101567,Cambio de talla,N/A
5270,227767,N/A,N/A
5271,115218,Cliente no satisfecho,06-20-2023
5272,324828,Cliente no satisfecho,2024-06-07
5273,206136,Defecto,2024/02/20 03:18:43
5274,306011,Defecto,2023-07-15
5275,204897,Defecto,N/A
5276,272044,Cambio de talla,2023-12-28
5277,326634,Cambio de talla,N/A
5278,42179,Defecto,2024/05/01 23:23:43
5279,142151,Cliente no satisfecho,04-20-2024
5280,216048,Cambio de talla,08-19-2024
5281,92394,Cambio de talla,2023-03-04
5282,106932,Cliente no satisfecho,03-01-2023
5283,188291,Cliente no satisfecho,2023-02-20
5284,71545,Cliente no satisfecho,2023-01-21
5285,313911,N/A,2023-03-01
5286,35029,Defecto,06-29-2023
5287,115138,Cliente no satisfecho,2024-05-15
5288,27326,Error despacho,02/02/2023
5289,100817,Error despacho,27/11/2023
5290,324645,Cliente no satisfecho,2024-03-30
5291,133384,Cambio de talla,2023-07-05
5292,329835,Defecto,03-31-2024
5293,230286,Defecto,03/07/2023
5294,160984,N/A,2023/06/14 06:07:58
5295,191402,N/A,N/A
5296,165205,Error despacho,2023-02-21
5297,303249,Cambio de talla,11/05/2024
5298,114798,Cliente no satisfecho,04-07-2023
5299,263655,Error despacho,2024/09/01 15:13:47
5300,218187,N/A,N/A
5301,107516,,2023-02-15
5302,10651,Cambio de talla,18/06/2023
5303,173769,Error despacho,2023-10-19
5304,282394,Error despacho,2023/05/19 06:40:10
5305,64613,Cambio de talla,2023/04/19 06:56:50
5306,291332,Error despacho,2024/06/28 03:56:30
5307,184556,,2023-04-28
5308,805,Error despacho,02-12-2024
5309,77271,N/A,04-06-2024
5310,311294,Error despacho,16/04/2023
5311,332819,Error despacho,2023-07-14
5312,236393,Cliente no satisfecho,N/A
5313,141063,Defecto,2024/05/10 21:53:42
5314,24453,Cliente no satisfecho,N/A
5315,237562,Defecto,N/A
5316,308260,Error despacho,2024/04/30 08:19:42
5317,152680,Defecto,N/A
5318,91376,N/A,07-29-2024
5319,231882,Defecto,08/09/2024
5320,8911,Cambio de talla,2023/06/20 23:37:53
5321,289543,Cambio de talla,2023/10/28 02:03:21
5322,196573,Defecto,06/03/2023
5323,2234,Cambio de talla,N/A
5324,69192,N/A,2023/06/14 12:39:38
5325,183747,Error despacho,2024/05/10 14:34:40
5326,74802,Error despacho,N/A
5327,183501,Error despacho,N/A
5328,256553,Cambio de talla,2023-08-21
5329,226752,Cambio de talla,2023/07/20 13:13:47
5330,146605,Cambio de talla,N/A
5331,72492,N/A,10-06-2023
5332,2555,Cliente no satisfecho,N/A
5333,34461,N/A,25/05/2023
5334,105481,Defecto,2023-12-26
5335,117578,,2023/03/01 04:04:06
5336,225205,N/A,05-04-2023
5337,311352,Error despacho,N/A
5338,8423,,2023/01/04 18:35:41
5339,49300,Error despacho,06-29-2023
5340,230630,N/A,2023-06-27
5341,75140,Cambio de talla,05-18-2023
5342,317362,Cliente no satisfecho,2024-07-26
5343,48710,Cliente no satisfecho,N/A
5344,312798,Cliente no satisfecho,2024/09/26 11:38:25
5345,228251,Defecto,02-23-2023
5346,298500,Cliente no satisfecho,01/01/2024
5347,202007,Error despacho,05-03-2024
5348,298316,Cambio de talla,N/A
5349,41343,Cambio de talla,N/A
5350,286741,N/A,2023-02-26
5351,45241,Error despacho,2023/03/02 03:59:52
5352,154923,Error despacho,2023/12/06 15:30:23
5353,62658,Cambio de talla,2023-09-11
5354,325733,Cliente no satisfecho,24/07/2023
5355,336202,Error despacho,01-07-2023
5356,49716,Cambio de talla,2023-08-19
5357,60303,N/A,17/10/2023
5358,277126,Cambio de talla,N/A
5359,100824,N/A,09-01-2023
5360,303998,N/A,2023-06-05
5361,246266,Cliente no satisfecho,08-17-2023
5362,217067,Cliente no satisfecho,09/05/2024
5363,164885,Defecto,07-11-2024
5364,174977,Error despacho,N/A
5365,237901,Cambio de talla,11/03/2024
5366,219255,Error despacho,N/A
5367,217933,Cliente no satisfecho,08-24-2023
5368,131444,Defecto,13/11/2023
5369,156891,N/A,2023/01/07 05:08:36
5370,295760,Cliente no satisfecho,N/A
5371,71379,Cambio de talla,2024/03/31 15:55:52
5372,157965,N/A,12/03/2024
5373,145079,Cliente no satisfecho,2024/09/14 23:34:34
5374,120571,N/A,N/A
5375,6705,Cambio de talla,N/A
5376,20806,Error despacho,01-27-2024
5377,191988,N/A,04-09-2023
5378,312230,Error despacho,N/A
5379,111260,Cliente no satisfecho,N/A
5380,296579,Defecto,20/11/2023
5381,330269,N/A,N/A
5382,35143,N/A,2023/06/01 22:32:23
5383,127476,Cambio de talla,2023/04/27 17:47:21
5384,326029,N/A,2023/08/22 01:59:52
5385,34441,Error despacho,2024/01/24 23:08:56
5386,30533,Cliente no satisfecho,2023/02/14 13:03:04
5387,312148,Defecto,08-05-2024
5388,307370,N/A,01-31-2024
5389,261265,Error despacho,2024-09-08
5390,45213,Cliente no satisfecho,03-03-2024
5391,68813,Defecto,08-12-2024
5392,77437,Cambio de talla,N/A
5393,123531,Error despacho,09/07/2024
5394,293870,Error despacho,2024-09-15
5395,1065,Error despacho,2023-02-19
5396,306765,Cliente no satisfecho,N/A
5397,96192,Cambio de talla,2023-05-11
5398,53285,Error despacho,N/A
5399,205479,Cliente no satisfecho,29/11/2023
5400,138414,Error despacho,05-09-2023
5401,282379,Defecto,07-09-2023
5402,226862,Error despacho,N/A
5403,162719,Cliente no satisfecho,N/A
5404,224340,Defecto,2023-03-24
5405,325722,Cambio de talla,2023-03-14
5406,240590,Cambio de talla,2023/06/02 04:43:47
5407,278891,N/A,08/05/2023
5408,40751,Error despacho,2023/08/02 06:22:36
5409,237267,Cambio de talla,2023/08/19 17:27:59
5410,208364,Cambio de talla,2024/01/07 07:03:07
5411,288555,Cliente no satisfecho,02-05-2023
5412,147848,Cliente no satisfecho,2023/05/26 15:08:53
5413,43165,Cliente no satisfecho,N/A
5414,251394,Cambio de talla,2023/12/27 13:54:10
5415,105944,Cliente no satisfecho,2024-05-23
